Tile,Animal,Genotype,Layer,Stub,Section ID,Area_um_sq,Major Length um,Minor Length um,Feret diam um,Aspect Ratio,Perimeter um,Count,Total_mito_Area_um_sq
MCC277-A_stub8_Basal_Tile_014-002.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.2,0.74,0.34,0.75,2.21,2.17,13,2.66
MCC277-A_stub8_Basal_Tile_014-010.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.21,0.68,0.37,0.69,1.94,2.05,13,2.78
MCC277-A_stub8_Basal_Tile_015-004.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.25,0.9,0.37,0.91,2.54,2.51,12,3.02
MCC277-A_stub8_Basal_Tile_015-012.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.2,0.73,0.35,0.73,2.21,2.1,14,2.8
MCC277-A_stub8_Basal_Tile_016-006.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.12,0.44,0.31,0.45,1.46,1.43,11,1.27
MCC277-A_stub8_Basal_Tile_016-014.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.22,0.76,0.39,0.76,2.11,2.27,6,1.32
MCC277-A_stub8_Basal_Tile_017-008.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.1,0.41,0.29,0.43,1.41,1.34,10,1.0
MCC277-A_stub8_Basal_Tile_018-002.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.12,0.52,0.27,0.52,1.91,1.51,12,1.41
MCC277-A_stub8_Basal_Tile_018-010.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.16,0.66,0.32,0.66,2.15,1.93,4,0.63
MCC277-A_stub8_Basal_Tile_019-004.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.19,0.76,0.34,0.74,2.36,2.19,10,1.95
MCC277-A_stub8_Basal_Tile_019-012.tif,MCC277,MCC Cre +,Basal,Stub 8,MCC277_Stub 8,0.23,0.66,0.41,0.67,1.61,2.05,7,1.59
MCC277-A_stub8_Distal_Tile_002-002.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.12,0.56,0.26,0.55,2.13,1.61,38,4.47
MCC277-A_stub8_Distal_Tile_002-010.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.22,0.87,0.32,0.85,2.68,2.39,27,6.04
MCC277-A_stub8_Distal_Tile_003-004.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.16,0.64,0.3,0.64,2.16,1.84,30,4.76
MCC277-A_stub8_Distal_Tile_003-012.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.21,0.85,0.31,0.83,2.8,2.3,20,4.22
MCC277-A_stub8_Distal_Tile_004-006.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.17,0.61,0.34,0.62,1.79,1.85,27,4.66
MCC277-A_stub8_Distal_Tile_005-008.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.22,0.77,0.35,0.77,2.24,2.19,23,4.97
MCC277-A_stub8_Distal_Tile_006-002.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.21,0.77,0.35,0.76,2.61,2.18,25,5.32
MCC277-A_stub8_Distal_Tile_006-010.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.21,0.8,0.34,0.79,2.37,2.21,21,4.45
MCC277-A_stub8_Distal_Tile_007-004.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.19,0.69,0.33,0.68,2.01,2.0,22,4.14
MCC277-A_stub8_Distal_Tile_007-012.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.21,0.81,0.33,0.81,2.58,2.21,23,4.77
MCC277-A_stub8_Distal_Tile_009-008.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.27,0.99,0.35,0.97,2.97,2.6,27,7.35
MCC277-A_stub8_Distal_Tile_010-002.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.22,0.84,0.33,0.82,2.51,2.3,30,6.65
MCC277-A_stub8_Distal_Tile_010-010.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.18,0.64,0.34,0.65,1.9,1.91,19,3.48
MCC277-A_stub8_Distal_Tile_011-004.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.18,0.7,0.32,0.71,2.3,2.01,24,4.3
MCC277-A_stub8_Distal_Tile_011-012.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.18,0.68,0.34,0.68,2.1,1.95,21,3.78
MCC277-A_stub8_Distal_Tile_012-006.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.26,0.97,0.33,0.94,2.83,2.62,21,5.54
MCC277-A_stub8_Distal_Tile_012-014.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.24,0.88,0.34,0.86,2.6,2.41,23,5.53
MCC277-A_stub8_Distal_Tile_013-008.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.25,0.92,0.34,0.91,2.73,2.5,20,5.03
MCC277-A_stub8_Distal_Tile_014-002.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.23,0.81,0.36,0.8,2.3,2.25,24,5.63
MCC277-A_stub8_Distal_Tile_014-010.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.2,0.74,0.31,0.75,2.38,2.07,18,3.51
MCC277-A_stub8_Distal_Tile_015-004.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.21,0.79,0.34,0.79,2.34,2.23,21,4.44
MCC277-A_stub8_Distal_Tile_015-012.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.23,0.95,0.3,0.91,3.35,2.43,15,3.43
MCC277-A_stub8_Distal_Tile_016-006.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.3,1.07,0.34,1.04,3.09,2.85,18,5.32
MCC277-A_stub8_Distal_Tile_016-014.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.25,0.88,0.35,0.9,2.47,2.54,22,5.49
MCC277-A_stub8_Distal_Tile_018-002.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.17,0.66,0.31,0.66,2.05,1.91,29,5.05
MCC277-A_stub8_Distal_Tile_018-010.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.23,0.86,0.34,0.86,2.48,2.4,27,6.32
MCC277-A_stub8_Distal_Tile_019-004.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.23,0.89,0.33,0.86,2.52,2.41,29,6.75
MCC277-A_stub8_Distal_Tile_019-012.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.21,0.77,0.33,0.76,2.26,2.19,24,5.03
MCC277-A_stub8_Distal_Tile_020-006.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.23,0.87,0.33,0.86,2.58,2.38,20,4.68
MCC277-A_stub8_Distal_Tile_020-014.tif,MCC277,MCC Cre +,Distal,Stub 8,MCC277_Stub 8,0.17,0.71,0.31,0.71,2.47,2.01,26,4.41
MCC277-A_stub8_Proximal_Tile_001-008.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.15,0.66,0.27,0.66,2.38,1.9,13,1.9
MCC277-A_stub8_Proximal_Tile_002-002.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.17,0.77,0.26,0.77,3.38,2.05,9,1.5
MCC277-A_stub8_Proximal_Tile_002-010.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.12,0.54,0.28,0.54,1.95,1.6,13,1.56
MCC277-A_stub8_Proximal_Tile_003-004.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.16,0.75,0.27,0.72,2.47,1.97,13,2.11
MCC277-A_stub8_Proximal_Tile_003-012.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.12,0.59,0.27,0.59,2.27,1.64,19,2.37
MCC277-A_stub8_Proximal_Tile_004-006.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.16,0.83,0.25,0.8,3.39,2.1,7,1.13
MCC277-A_stub8_Proximal_Tile_004-014.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.2,0.86,0.3,0.86,2.93,2.27,7,1.43
MCC277-A_stub8_Proximal_Tile_006-002.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.23,1.02,0.27,0.96,3.39,2.62,12,2.82
MCC277-A_stub8_Proximal_Tile_006-010.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.1,0.55,0.23,0.54,2.45,1.49,12,1.16
MCC277-A_stub8_Proximal_Tile_007-004.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.13,0.59,0.28,0.59,2.09,1.7,10,1.28
MCC277-A_stub8_Proximal_Tile_007-012.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.2,0.94,0.28,0.91,3.4,2.5,16,3.19
MCC277-A_stub8_Proximal_Tile_008-006.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.19,0.83,0.28,0.79,2.82,2.24,10,1.86
MCC277-A_stub8_Proximal_Tile_008-014.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.17,0.66,0.33,0.65,2.02,1.89,11,1.82
MCC277-A_stub8_Proximal_Tile_009-008.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.11,0.5,0.27,0.5,1.88,1.46,14,1.49
MCC277-A_stub8_Proximal_Tile_010-002.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.13,0.62,0.26,0.62,2.37,1.72,16,2.06
MCC277-A_stub8_Proximal_Tile_010-010.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.1,0.51,0.25,0.51,2.13,1.48,23,2.23
MCC277-A_stub8_Proximal_Tile_011-004.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.13,0.59,0.29,0.6,2.02,1.74,13,1.73
MCC277-A_stub8_Proximal_Tile_011-012.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.15,0.71,0.29,0.7,2.6,1.96,17,2.6
MCC277-A_stub8_Proximal_Tile_012-006.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.1,0.49,0.26,0.49,1.93,1.43,18,1.77
MCC277-A_stub8_Proximal_Tile_012-014.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.11,0.56,0.25,0.56,2.34,1.62,10,1.14
MCC277-A_stub8_Proximal_Tile_013-008.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.16,0.82,0.26,0.8,3.26,2.13,8,1.32
MCC277-A_stub8_Proximal_Tile_014-002.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.12,0.58,0.28,0.58,2.17,1.69,20,2.43
MCC277-A_stub8_Proximal_Tile_014-010.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.17,0.7,0.27,0.71,2.53,1.97,13,2.19
MCC277-A_stub8_Proximal_Tile_015-004.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.16,0.85,0.28,0.79,3.32,2.27,9,1.45
MCC277-A_stub8_Proximal_Tile_015-012.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.15,0.65,0.29,0.64,2.23,1.85,17,2.58
MCC277-A_stub8_Proximal_Tile_016-006.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.12,0.55,0.28,0.54,2.03,1.59,24,2.92
MCC277-A_stub8_Proximal_Tile_016-014.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.15,0.71,0.27,0.72,2.68,2.03,12,1.83
MCC277-A_stub8_Proximal_Tile_017-008.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.14,0.66,0.28,0.65,2.42,1.87,12,1.72
MCC277-A_stub8_Proximal_Tile_018-002.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.16,0.58,0.33,0.58,1.77,1.75,13,2.03
MCC277-A_stub8_Proximal_Tile_018-010.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.14,0.58,0.3,0.58,1.98,1.7,13,1.79
MCC277-A_stub8_Proximal_Tile_019-012.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.08,0.43,0.24,0.43,1.77,1.3,12,1.01
MCC277-A_stub8_Proximal_Tile_020-006.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.16,0.73,0.28,0.71,2.58,2.0,17,2.66
MCC277-A_stub8_Proximal_Tile_020-014.tif,MCC277,MCC Cre +,Proximal,Stub 8,MCC277_Stub 8,0.13,0.59,0.29,0.59,2.01,1.72,10,1.3
MCC282-A_stub1_Basal_Tile_009-008.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.12,0.62,0.26,0.61,2.5,1.71,19,2.32
MCC282-A_stub1_Basal_Tile_010-002.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.17,0.66,0.31,0.65,2.08,1.88,16,2.69
MCC282-A_stub1_Basal_Tile_010-010.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.12,0.61,0.26,0.61,2.33,1.75,13,1.58
MCC282-A_stub1_Basal_Tile_011-004.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.12,0.53,0.28,0.53,1.9,1.58,22,2.65
MCC282-A_stub1_Basal_Tile_011-012.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.15,0.57,0.32,0.57,1.74,1.74,13,1.99
MCC282-A_stub1_Basal_Tile_012-006.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.21,0.86,0.29,0.85,2.86,2.38,13,2.77
MCC282-A_stub1_Basal_Tile_012-014.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.12,0.53,0.27,0.55,1.99,1.59,17,2.03
MCC282-A_stub1_Basal_Tile_013-008.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.14,0.53,0.3,0.54,1.79,1.6,15,2.03
MCC282-A_stub1_Basal_Tile_014-002.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.18,0.79,0.29,0.8,2.76,2.18,17,3.11
MCC282-A_stub1_Basal_Tile_014-010.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.2,0.81,0.3,0.77,2.51,2.22,15,3.02
MCC282-A_stub1_Basal_Tile_015-004.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.21,0.85,0.31,0.81,2.73,2.28,16,3.43
MCC282-A_stub1_Basal_Tile_015-012.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.18,0.74,0.31,0.73,2.4,2.1,14,2.57
MCC282-A_stub1_Basal_Tile_016-006.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.16,0.68,0.28,0.69,2.37,1.96,13,2.02
MCC282-A_stub1_Basal_Tile_016-014.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.21,0.83,0.33,0.81,2.42,2.38,22,4.7
MCC282-A_stub1_Basal_Tile_017-008.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.1,0.45,0.27,0.46,1.71,1.38,14,1.4
MCC282-A_stub1_Basal_Tile_018-002.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.15,0.61,0.32,0.61,2.05,1.79,19,2.9
MCC282-A_stub1_Basal_Tile_018-010.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.13,0.54,0.31,0.54,1.81,1.6,16,2.09
MCC282-A_stub1_Basal_Tile_019-004.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.16,0.72,0.3,0.7,2.24,2.03,20,3.18
MCC282-A_stub1_Basal_Tile_019-012.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.15,0.62,0.29,0.62,2.13,1.77,14,2.16
MCC282-A_stub1_Basal_Tile_020-006.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.11,0.5,0.27,0.5,1.86,1.48,26,2.9
MCC282-A_stub1_Basal_Tile_020-014.tif,MCC282,MCC Cre +,Basal,Stub 1,MCC282_Stub 1,0.15,0.58,0.31,0.57,1.94,1.72,17,2.52
MCC282-A_stub1_Distal_Tile_001-008.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.22,0.91,0.3,0.89,3.01,2.42,19,4.1
MCC282-A_stub1_Distal_Tile_002-002.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.21,0.85,0.31,0.83,2.63,2.3,20,4.23
MCC282-A_stub1_Distal_Tile_002-010.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.14,0.6,0.3,0.59,1.98,1.75,24,3.41
MCC282-A_stub1_Distal_Tile_003-004.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.13,0.59,0.28,0.59,2.12,1.73,15,1.99
MCC282-A_stub1_Distal_Tile_003-012.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.33,1.16,0.38,1.1,2.72,3.05,28,9.16
MCC282-A_stub1_Distal_Tile_004-006.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.17,0.64,0.32,0.64,2.12,1.87,29,4.8
MCC282-A_stub1_Distal_Tile_004-014.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.18,0.7,0.32,0.69,2.12,2.07,33,5.89
MCC282-A_stub1_Distal_Tile_005-008.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.19,0.75,0.33,0.74,2.37,2.11,23,4.36
MCC282-A_stub1_Distal_Tile_006-002.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.28,1.15,0.32,1.08,3.29,3.03,15,4.22
MCC282-A_stub1_Distal_Tile_006-010.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.21,0.82,0.32,0.81,2.68,2.24,22,4.63
MCC282-A_stub1_Distal_Tile_007-004.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.19,0.78,0.32,0.78,2.42,2.16,16,2.99
MCC282-A_stub1_Distal_Tile_007-012.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.2,0.79,0.31,0.78,2.48,2.18,23,4.55
MCC282-A_stub1_Distal_Tile_008-006.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.19,0.76,0.32,0.76,2.32,2.15,20,3.87
MCC282-A_stub1_Distal_Tile_008-014.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.18,0.65,0.34,0.65,1.82,1.93,24,4.33
MCC282-A_stub1_Distal_Tile_009-008.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.15,0.65,0.29,0.66,2.23,1.87,28,4.26
MCC282-A_stub1_Distal_Tile_010-002.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.16,0.66,0.31,0.66,2.13,1.95,24,3.79
MCC282-A_stub1_Distal_Tile_010-010.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.19,0.78,0.3,0.77,2.5,2.14,33,6.37
MCC282-A_stub1_Distal_Tile_011-004.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.15,0.67,0.29,0.65,2.42,1.87,27,4.11
MCC282-A_stub1_Distal_Tile_011-012.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.2,0.74,0.33,0.73,2.18,2.09,25,5.03
MCC282-A_stub1_Distal_Tile_012-006.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.22,0.94,0.3,0.9,3.11,2.45,24,5.37
MCC282-A_stub1_Distal_Tile_013-008.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.16,0.65,0.31,0.64,2.13,1.86,25,3.89
MCC282-A_stub1_Distal_Tile_014-002.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.21,0.94,0.29,0.92,3.01,2.47,22,4.67
MCC282-A_stub1_Distal_Tile_014-010.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.27,1.03,0.32,1.0,3.07,2.67,21,5.63
MCC282-A_stub1_Distal_Tile_015-004.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.13,0.64,0.26,0.64,2.48,1.76,18,2.4
MCC282-A_stub1_Distal_Tile_015-012.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.25,0.94,0.34,0.9,2.65,2.57,25,6.26
MCC282-A_stub1_Distal_Tile_016-006.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.2,0.88,0.3,0.87,2.93,2.34,23,4.61
MCC282-A_stub1_Distal_Tile_016-014.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.37,1.07,0.39,1.09,2.66,3.04,33,12.05
MCC282-A_stub1_Distal_Tile_017-008.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.13,0.6,0.28,0.6,2.24,1.74,33,4.37
MCC282-A_stub1_Distal_Tile_018-002.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.13,0.66,0.26,0.64,2.49,1.83,27,3.56
MCC282-A_stub1_Distal_Tile_019-004.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.16,0.73,0.28,0.7,2.63,1.97,29,4.55
MCC282-A_stub1_Distal_Tile_019-012.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.12,0.56,0.27,0.57,2.13,1.64,29,3.55
MCC282-A_stub1_Distal_Tile_020-006.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.12,0.59,0.25,0.6,2.44,1.68,20,2.46
MCC282-A_stub1_Distal_Tile_020-014.tif,MCC282,MCC Cre +,Distal,Stub 1,MCC282_Stub 1,0.26,1.09,0.32,1.04,3.18,2.84,21,5.54
MCC282-A_stub1_Proximal_Tile_001-008.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.57,0.3,0.57,1.86,1.68,15,2.0
MCC282-A_stub1_Proximal_Tile_002-002.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.08,0.43,0.24,0.44,1.89,1.29,13,1.07
MCC282-A_stub1_Proximal_Tile_002-010.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.16,0.71,0.28,0.71,2.48,1.99,16,2.62
MCC282-A_stub1_Proximal_Tile_003-004.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.23,0.98,0.3,0.91,2.98,2.47,16,3.61
MCC282-A_stub1_Proximal_Tile_003-012.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.14,0.61,0.29,0.61,2.13,1.8,11,1.51
MCC282-A_stub1_Proximal_Tile_004-006.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.14,0.69,0.25,0.68,2.5,1.85,11,1.53
MCC282-A_stub1_Proximal_Tile_004-014.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.16,0.73,0.29,0.72,2.54,1.99,10,1.63
MCC282-A_stub1_Proximal_Tile_005-008.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.12,0.52,0.27,0.52,1.87,1.51,11,1.28
MCC282-A_stub1_Proximal_Tile_006-002.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.1,0.48,0.25,0.49,2.01,1.43,21,2.13
MCC282-A_stub1_Proximal_Tile_006-010.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.11,0.53,0.26,0.54,2.0,1.57,12,1.36
MCC282-A_stub1_Proximal_Tile_007-004.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.11,0.57,0.24,0.57,2.31,1.61,20,2.27
MCC282-A_stub1_Proximal_Tile_007-012.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.56,0.29,0.56,1.86,1.67,14,1.78
MCC282-A_stub1_Proximal_Tile_008-006.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.64,0.26,0.64,2.46,1.77,13,1.68
MCC282-A_stub1_Proximal_Tile_008-014.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.12,0.57,0.26,0.57,2.24,1.62,18,2.13
MCC282-A_stub1_Proximal_Tile_009-008.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.14,0.61,0.27,0.61,2.11,1.75,10,1.43
MCC282-A_stub1_Proximal_Tile_010-002.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.12,0.63,0.25,0.62,2.58,1.79,22,2.69
MCC282-A_stub1_Proximal_Tile_010-010.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.17,0.73,0.31,0.7,2.38,2.1,14,2.42
MCC282-A_stub1_Proximal_Tile_011-004.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.58,0.29,0.59,2.1,1.71,15,2.0
MCC282-A_stub1_Proximal_Tile_011-012.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.19,0.94,0.24,0.9,3.78,2.37,12,2.3
MCC282-A_stub1_Proximal_Tile_012-006.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.14,0.6,0.29,0.6,1.96,1.71,19,2.73
MCC282-A_stub1_Proximal_Tile_012-014.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.7,0.24,0.71,3.33,1.87,9,1.16
MCC282-A_stub1_Proximal_Tile_013-008.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.62,0.27,0.61,2.44,1.74,21,2.73
MCC282-A_stub1_Proximal_Tile_014-002.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.57,0.28,0.57,2.01,1.68,23,3.05
MCC282-A_stub1_Proximal_Tile_014-010.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.13,0.7,0.24,0.69,2.85,1.86,12,1.59
MCC282-A_stub1_Proximal_Tile_015-004.tif,MCC282,MCC Cre +,Proximal,Stub 1,MCC282_Stub 1,0.16,0.76,0.29,0.74,2.66,2.05,22,3.6
